follows,listened_to_datetime,s_id,g_id,genrename
296,2022-12-28 00:30:10.000000,118,164,sigidrigi
10,2020-08-20 09:30:59.000000,220,211,industrial metal
10,2020-08-20 09:30:59.000000,220,211,industrial metal
10,2020-08-20 09:30:59.000000,220,211,industrial metal
10,2020-08-20 09:30:59.000000,220,211,industrial metal
109,2021-09-29 22:45:41.000000,141,78,contemporary classical
224,2021-08-04 03:00:33.000000,258,146,experimental rock
153,2021-12-02 17:37:36.000000,430,450,harsh noise
223,2022-09-15 04:51:18.000000,259,493,chachachá
192,2022-09-20 07:56:21.000000,157,373,southern soul
216,2020-09-20 16:44:44.000000,451,259,metalcore
223,2021-03-18 04:42:12.000000,272,171,garage house
147,2022-05-23 05:44:27.000000,135,359,ska
183,2022-10-09 13:10:28.000000,486,367,soft rock
882,2019-06-21 20:41:26.000000,196,257,merengue
306,2020-11-17 15:46:29.000000,500,414,vocal trance
468,2021-10-13 14:21:27.000000,192,56,calypso
217,2020-08-07 06:19:04.000000,465,471,group sounds
107,2022-10-23 17:05:51.000000,357,300,pop punk
195,2023-02-27 23:22:49.000000,271,498,luk thung
187,2022-05-14 01:45:53.000000,336,142,euro house
35,2021-06-26 11:36:23.000000,209,45,bolero son
35,2021-06-26 11:36:23.000000,209,45,bolero son
35,2021-06-26 11:36:23.000000,209,45,bolero son
35,2021-06-26 11:36:23.000000,209,45,bolero son
35,2021-06-26 11:36:23.000000,209,45,bolero son
35,2021-06-26 11:36:23.000000,209,45,bolero son
35,2021-06-26 11:36:23.000000,209,45,bolero son
35,2021-06-26 11:36:23.000000,209,45,bolero son
35,2021-06-26 11:36:23.000000,209,45,bolero son
35,2021-06-26 11:36:23.000000,209,45,bolero son
35,2021-06-26 11:36:23.000000,209,45,bolero son
482,2022-02-24 10:40:58.000000,304,68,christmas music
52,2022-03-07 12:31:55.000000,140,232,klezmer
52,2022-03-07 12:31:55.000000,140,232,klezmer
88,2021-11-01 01:58:53.000000,453,46,boom bap
88,2021-11-01 01:58:53.000000,453,46,boom bap
88,2021-11-01 01:58:53.000000,453,46,boom bap
88,2021-11-01 01:58:53.000000,453,46,boom bap
88,2021-11-01 01:58:53.000000,453,46,boom bap
235,2023-02-05 22:30:31.000000,249,424,joik
17,2022-12-14 01:26:04.000000,318,338,ragtime
17,2022-12-14 01:26:04.000000,318,338,ragtime
17,2022-12-14 01:26:04.000000,318,338,ragtime
17,2022-12-14 01:26:04.000000,318,338,ragtime
17,2022-12-14 01:26:04.000000,318,338,ragtime
17,2022-12-14 01:26:04.000000,318,338,ragtime
17,2022-12-14 01:26:04.000000,318,338,ragtime
17,2022-12-14 01:26:04.000000,318,338,ragtime
17,2022-12-14 01:26:04.000000,318,338,ragtime
17,2022-12-14 01:26:04.000000,318,338,ragtime
173,2020-08-06 12:17:54.000000,55,309,post-metal
22,2021-01-17 13:01:56.000000,31,16,ambient house
22,2021-01-17 13:01:56.000000,31,16,ambient house
22,2021-01-17 13:01:56.000000,31,16,ambient house
22,2021-01-17 13:01:56.000000,31,16,ambient house
22,2021-01-17 13:01:56.000000,31,16,ambient house
22,2021-01-17 13:01:56.000000,31,16,ambient house
22,2021-01-17 13:01:56.000000,31,16,ambient house
22,2021-01-17 13:01:56.000000,31,16,ambient house
22,2021-01-17 13:01:56.000000,31,16,ambient house
60,2021-05-17 07:45:08.000000,122,462,nueva canción
8,2022-06-09 15:14:53.000000,446,215,guaracha
8,2022-06-09 15:14:53.000000,446,215,guaracha
470,2021-08-05 20:36:03.000000,238,328,psychobilly
328,2022-05-19 03:17:08.000000,187,497,hopepunk
35,2022-05-06 04:22:24.000000,447,389,synth-pop
35,2022-05-06 04:22:24.000000,447,389,synth-pop
35,2022-05-06 04:22:24.000000,447,389,synth-pop
35,2022-05-06 04:22:24.000000,447,389,synth-pop
35,2022-05-06 04:22:24.000000,447,389,synth-pop
35,2022-05-06 04:22:24.000000,447,389,synth-pop
35,2022-05-06 04:22:24.000000,447,389,synth-pop
35,2022-05-06 04:22:24.000000,447,389,synth-pop
35,2022-05-06 04:22:24.000000,447,389,synth-pop
35,2022-05-06 04:22:24.000000,447,389,synth-pop
35,2022-05-06 04:22:24.000000,447,389,synth-pop
113,2022-07-16 19:45:05.000000,49,265,modern blues
63,2023-01-12 20:39:07.000000,384,246,mandopop
157,2022-12-06 22:50:27.000000,270,276,new age
474,2023-01-31 03:26:17.000000,102,411,visual kei
285,2021-05-17 04:50:36.000000,104,290,oi
336,2021-04-04 17:29:30.000000,378,65,chillout
7,2022-02-19 16:53:07.000000,202,318,progressive folk
7,2022-02-19 16:53:07.000000,202,318,progressive folk
7,2022-02-19 16:53:07.000000,202,318,progressive folk
7,2022-02-19 16:53:07.000000,202,318,progressive folk
7,2022-02-19 16:53:07.000000,202,318,progressive folk
7,2022-02-19 16:53:07.000000,202,318,progressive folk
320,2022-03-27 23:11:11.000000,211,210,industrial
320,2022-03-27 23:11:11.000000,211,210,industrial
283,2022-01-12 23:25:01.000000,263,17,ambient techno
183,2020-06-17 11:35:05.000000,394,149,flamenco
331,2021-07-26 00:41:54.000000,173,117,drone
138,2020-10-14 22:40:29.000000,111,303,pop soul
119,2021-01-09 05:38:36.000000,389,323,hexd
76,2021-07-10 14:16:09.000000,143,152,folk punk
76,2021-07-10 14:16:09.000000,143,152,folk punk
76,2021-07-10 14:16:09.000000,143,152,folk punk
208,2022-01-25 14:23:53.000000,59,249,mathcore
244,2021-06-13 16:39:54.000000,7,464,yacht rock
56,2021-12-13 06:50:33.000000,240,305,post-bop
56,2021-12-13 06:50:33.000000,240,305,post-bop
56,2021-12-13 06:50:33.000000,240,305,post-bop
56,2021-12-13 06:50:33.000000,240,305,post-bop
56,2021-12-13 06:50:33.000000,240,305,post-bop
56,2021-12-13 06:50:33.000000,240,305,post-bop
56,2021-12-13 06:50:33.000000,240,305,post-bop
56,2021-12-13 06:50:33.000000,240,305,post-bop
56,2021-12-13 06:50:33.000000,240,305,post-bop
56,2021-12-13 06:50:33.000000,240,305,post-bop
56,2021-12-13 06:50:33.000000,240,305,post-bop
56,2021-12-13 06:50:33.000000,240,305,post-bop
250,2020-09-12 11:54:15.000000,470,433,bounce
90,2022-04-04 16:48:56.000000,37,292,old school death metal
90,2022-04-04 16:48:56.000000,37,292,old school death metal
90,2022-04-04 16:48:56.000000,37,292,old school death metal
90,2022-04-04 16:48:56.000000,37,292,old school death metal
90,2022-04-04 16:48:56.000000,37,292,old school death metal
171,2021-12-05 22:33:01.000000,186,226,jazz rock
473,2022-06-01 22:19:40.000000,371,249,mathcore
480,2021-02-16 01:30:06.000000,333,450,harsh noise
217,2020-11-15 00:42:03.000000,364,286,northern soul
468,2020-12-31 13:09:21.000000,309,48,breakbeat
219,2021-05-29 01:10:13.000000,64,88,country pop
500,2022-04-06 18:50:41.000000,100,344,reggaeton
500,2022-04-06 18:50:41.000000,100,344,reggaeton
500,2022-04-06 18:50:41.000000,100,344,reggaeton
238,2020-06-16 15:00:18.000000,181,343,reggae
340,2021-07-08 08:09:13.000000,294,75,comedy
215,2021-06-06 21:44:54.000000,123,358,singer-songwriter
215,2021-06-06 21:44:54.000000,123,358,singer-songwriter
215,2021-06-06 21:44:54.000000,123,358,singer-songwriter
215,2021-06-06 21:44:54.000000,123,358,singer-songwriter
7,2022-10-30 10:29:42.000000,358,385,symphonic prog
7,2022-10-30 10:29:42.000000,358,385,symphonic prog
7,2022-10-30 10:29:42.000000,358,385,symphonic prog
7,2022-10-30 10:29:42.000000,358,385,symphonic prog
7,2022-10-30 10:29:42.000000,358,385,symphonic prog
7,2022-10-30 10:29:42.000000,358,385,symphonic prog
135,2021-04-24 13:30:13.000000,377,231,beat music
11,2020-10-12 08:41:43.000000,454,44,changa tuki
11,2020-10-12 08:41:43.000000,454,44,changa tuki
11,2020-10-12 08:41:43.000000,454,44,changa tuki
11,2020-10-12 08:41:43.000000,454,44,changa tuki
11,2020-10-12 08:41:43.000000,454,44,changa tuki
11,2020-10-12 08:41:43.000000,454,44,changa tuki
11,2020-10-12 08:41:43.000000,454,44,changa tuki
11,2020-10-12 08:41:43.000000,454,44,changa tuki
11,2020-10-12 08:41:43.000000,454,44,changa tuki
11,2020-10-12 08:41:43.000000,454,44,changa tuki
208,2021-08-23 00:48:12.000000,332,141,funkot
425,2021-04-30 00:02:32.000000,157,373,southern soul
133,2022-06-21 17:51:29.000000,126,264,toccata
221,2020-11-27 04:26:40.000000,456,386,symphonic rock
126,2020-11-08 06:58:31.000000,8,143,eurodance
112,2022-09-24 11:40:40.000000,16,231,beat music
479,2022-06-07 23:43:34.000000,258,146,experimental rock
198,2022-01-15 02:03:02.000000,151,7,alternative country
481,2021-10-09 15:57:25.000000,71,96,dance-punk
107,2021-02-11 04:58:00.000000,258,146,experimental rock
471,2020-06-29 17:36:58.000000,184,363,sludge metal
244,2022-09-16 20:32:07.000000,410,310,post-punk
251,2020-09-01 20:31:12.000000,25,366,soca
206,2020-12-20 05:21:53.000000,492,38,black metal
210,2022-11-25 00:21:05.000000,465,471,group sounds
252,2022-06-09 14:32:32.000000,249,424,joik
39,2021-05-04 07:01:38.000000,392,393,techno
39,2021-05-04 07:01:38.000000,392,393,techno
39,2021-05-04 07:01:38.000000,392,393,techno
341,2020-06-29 21:39:42.000000,370,487,candombe
111,2022-09-05 12:02:53.000000,435,395,thrashcore
111,2022-09-05 12:02:53.000000,435,395,thrashcore
111,2022-09-05 12:02:53.000000,435,395,thrashcore
111,2022-09-05 12:02:53.000000,435,395,thrashcore
34,2021-09-15 04:51:43.000000,224,17,ambient techno
34,2021-09-15 04:51:43.000000,224,17,ambient techno
34,2021-09-15 04:51:43.000000,224,17,ambient techno
34,2021-09-15 04:51:43.000000,224,17,ambient techno
34,2021-09-15 04:51:43.000000,224,17,ambient techno
486,2022-03-04 10:34:31.000000,286,183,gothic rock
456,2022-05-23 00:03:29.000000,129,227,jazz-funk
456,2022-05-23 00:03:29.000000,129,227,jazz-funk
438,2021-11-16 00:03:55.000000,294,75,comedy
442,2023-01-17 00:08:05.000000,203,112,disco
437,2020-10-06 00:03:23.000000,102,411,visual kei
431,2022-04-30 00:05:59.000000,192,56,calypso
428,2021-06-11 00:01:10.000000,139,149,flamenco
417,2020-09-11 00:03:58.000000,102,411,visual kei
412,2021-09-10 00:02:01.000000,224,17,ambient techno
406,2021-08-15 00:04:49.000000,461,29,bachata
406,2021-08-15 00:04:49.000000,461,29,bachata
406,2021-08-15 00:04:49.000000,461,29,bachata
399,2022-12-10 00:03:37.000000,30,423,dream pop
401,2022-04-27 00:04:59.000000,355,281,noise
401,2022-04-27 00:04:59.000000,355,281,noise
401,2022-04-27 00:04:59.000000,355,281,noise
401,2022-04-27 00:04:59.000000,355,281,noise
395,2022-05-04 00:03:03.000000,162,424,joik
384,2022-03-10 00:02:44.000000,378,65,chillout
386,2022-09-02 00:02:25.000000,285,19,anarcho-punk
376,2022-10-08 00:04:44.000000,61,495,carnatic classical
373,2020-07-21 00:04:58.000000,145,11,alternative metal
310,2021-12-16 10:40:37.000000,148,484,edm
372,2021-05-07 00:02:42.000000,332,141,funkot
202,2023-01-15 08:36:44.000000,401,167,g-funk
21,2020-05-31 14:34:25.000000,491,117,drone
21,2020-05-31 14:34:25.000000,491,117,drone
21,2020-05-31 14:34:25.000000,491,117,drone
21,2020-05-31 14:34:25.000000,491,117,drone
21,2020-05-31 14:34:25.000000,491,117,drone
21,2020-05-31 14:34:25.000000,491,117,drone
474,2021-04-30 07:18:56.000000,90,363,sludge metal
137,2022-08-08 13:44:16.000000,189,78,contemporary classical
203,2021-05-17 00:50:53.000000,238,328,psychobilly
241,2021-12-03 01:16:24.000000,338,465,comedy rock
31,2020-05-05 07:51:46.000000,84,57,cantopop
31,2020-05-05 07:51:46.000000,84,57,cantopop
31,2020-05-05 07:51:46.000000,84,57,cantopop
31,2020-05-05 07:51:46.000000,84,57,cantopop
31,2020-05-05 07:51:46.000000,84,57,cantopop
31,2020-05-05 07:51:46.000000,84,57,cantopop
31,2020-05-05 07:51:46.000000,84,57,cantopop
31,2020-05-05 07:51:46.000000,84,57,cantopop
31,2020-05-05 07:51:46.000000,84,57,cantopop
31,2020-05-05 07:51:46.000000,84,57,cantopop
31,2020-05-05 07:51:46.000000,84,57,cantopop
31,2020-05-05 07:51:46.000000,84,57,cantopop
373,2023-01-28 00:03:47.000000,5,128,electro swing
2,2023-02-17 23:24:07.000000,393,17,ambient techno
2,2023-02-17 23:24:07.000000,393,17,ambient techno
2,2023-02-17 23:24:07.000000,393,17,ambient techno
2,2023-02-17 23:24:07.000000,393,17,ambient techno
2,2023-02-17 23:24:07.000000,393,17,ambient techno
2,2023-02-17 23:24:07.000000,393,17,ambient techno
60,2020-11-18 09:01:31.000000,329,206,indie pop
498,2020-12-14 20:34:16.000000,458,183,gothic rock
59,2022-12-11 08:06:47.000000,329,206,indie pop
235,2022-09-24 00:37:56.000000,138,75,comedy
194,2021-09-25 04:23:27.000000,51,386,symphonic rock
190,2021-05-05 06:03:20.000000,65,432,future garage
179,2020-09-20 06:10:02.000000,124,151,folk metal
308,2021-02-11 11:06:55.000000,234,129,electro-funk
367,2021-07-06 00:02:12.000000,305,46,boom bap
369,2021-07-03 00:03:23.000000,445,299,pop metal
24,2022-10-13 01:55:09.000000,39,55,cajun
24,2022-10-13 01:55:09.000000,39,55,cajun
24,2022-10-13 01:55:09.000000,39,55,cajun
24,2022-10-13 01:55:09.000000,39,55,cajun
24,2022-10-13 01:55:09.000000,39,55,cajun
24,2022-10-13 01:55:09.000000,39,55,cajun
481,2021-02-14 06:49:52.000000,406,340,rap rock
484,2023-01-14 23:50:41.000000,319,7,alternative country
19,2022-05-30 01:53:05.000000,458,183,gothic rock
19,2022-05-30 01:53:05.000000,458,183,gothic rock
19,2022-05-30 01:53:05.000000,458,183,gothic rock
19,2022-05-30 01:53:05.000000,458,183,gothic rock
330,2023-02-20 22:00:23.000000,500,414,vocal trance
94,2020-10-08 12:02:14.000000,146,429,phonk
366,2022-11-16 00:01:04.000000,68,161,funk rock
366,2022-11-16 00:01:04.000000,68,161,funk rock
366,2022-11-16 00:01:04.000000,68,161,funk rock
289,2020-05-04 10:42:14.000000,345,117,drone
107,2020-06-06 07:00:55.000000,48,147,fado
364,2021-06-29 00:01:38.000000,268,3,acid techno
110,2021-01-07 12:16:02.000000,155,446,red song
355,2022-03-21 00:02:19.000000,204,408,vallenato
355,2022-03-21 00:02:19.000000,204,408,vallenato
468,2020-11-01 14:40:02.000000,222,396,thrash metal
68,2022-10-10 08:09:36.000000,19,84,cool jazz
281,2022-07-07 23:43:13.000000,56,74,club
79,2021-09-13 13:43:17.000000,60,17,ambient techno
79,2021-09-13 13:43:17.000000,60,17,ambient techno
357,2021-12-14 00:04:14.000000,319,7,alternative country
351,2022-04-06 00:03:42.000000,449,68,christmas music
323,2020-05-24 10:19:18.000000,483,147,fado
319,2021-11-18 11:02:44.000000,291,201,horror punk
185,2022-10-07 00:59:04.000000,378,65,chillout
322,2022-07-09 06:15:49.000000,309,48,breakbeat
346,2020-12-25 00:04:39.000000,428,148,filk
143,2020-04-13 00:03:39.000000,217,354,schlager
91,2023-03-07 22:15:04.000000,293,187,groove metal
874,2020-07-29 16:30:11.000000,260,199,honky tonk
786,2020-02-06 04:10:03.000000,116,38,black metal
906,2021-09-13 15:47:05.000000,77,400,trap
91,2021-01-22 06:11:22.000000,322,111,digital hardcore
343,2022-12-03 15:01:52.000000,88,281,noise
343,2022-12-03 15:01:52.000000,88,281,noise
343,2022-12-03 15:01:52.000000,88,281,noise
343,2022-12-03 15:01:52.000000,88,281,noise
343,2022-12-03 15:01:52.000000,88,281,noise
466,2020-05-07 09:38:59.000000,254,403,trip hop
16,2021-09-21 21:35:32.000000,199,483,industrial musical
16,2021-09-21 21:35:32.000000,199,483,industrial musical
16,2021-09-21 21:35:32.000000,199,483,industrial musical
16,2021-09-21 21:35:32.000000,199,483,industrial musical
16,2021-09-21 21:35:32.000000,199,483,industrial musical
16,2021-09-21 21:35:32.000000,199,483,industrial musical
16,2021-09-21 21:35:32.000000,199,483,industrial musical
16,2021-09-21 21:35:32.000000,199,483,industrial musical
16,2021-09-21 21:35:32.000000,199,483,industrial musical
16,2021-09-21 21:35:32.000000,199,483,industrial musical
302,2020-06-11 19:56:57.000000,208,271,neo soul
255,2020-08-15 13:21:00.000000,346,274,neofolk
255,2020-08-15 13:21:00.000000,346,274,neofolk
255,2020-08-15 13:21:00.000000,346,274,neofolk
243,2020-07-28 00:57:57.000000,62,404,turntablism
243,2020-07-28 00:57:57.000000,62,404,turntablism
273,2022-02-01 09:54:27.000000,171,147,fado
23,2021-06-28 19:31:53.000000,417,281,noise
23,2021-06-28 19:31:53.000000,417,281,noise
23,2021-06-28 19:31:53.000000,417,281,noise
23,2021-06-28 19:31:53.000000,417,281,noise
23,2021-06-28 19:31:53.000000,417,281,noise
23,2021-06-28 19:31:53.000000,417,281,noise
23,2021-06-28 19:31:53.000000,417,281,noise
23,2021-06-28 19:31:53.000000,417,281,noise
23,2021-06-28 19:31:53.000000,417,281,noise
23,2021-06-28 19:31:53.000000,417,281,noise
216,2020-08-04 19:13:33.000000,173,117,drone
130,2021-03-20 10:59:43.000000,36,292,old school death metal
306,2020-05-26 04:37:08.000000,276,481,cyberpunk
154,2022-10-20 21:21:02.000000,245,304,pornogrind
86,2023-01-16 14:07:38.000000,375,248,math rock
262,2022-01-06 16:37:14.000000,219,351,crack rock steady
180,2022-09-26 07:15:10.000000,43,470,ryūkōka
216,2023-03-13 20:33:02.000000,142,473,neo-traditional country
126,2021-11-01 22:08:07.000000,435,395,thrashcore
300,2020-10-07 13:37:41.000000,230,89,country rock
300,2020-10-07 13:37:41.000000,230,89,country rock
300,2020-10-07 13:37:41.000000,230,89,country rock
